201,16,6237,0.75,
201,16,6105,1,
201,16,5980,1,
201,16,6550,1,
201,16,6067,1,
201,16,6166,1,
201,16,6217,0.64,
201,16,6571,1,
201,16,6231,0.92,
201,16,6090,1,
201,16,6033,1,
201,16,6167,1,
201,16,6124,1,
201,16,6069,1,
201,16,6177,1,
201,16,6192,1,
201,16,6146,1,
201,16,5957,1,
201,16,6686,1,
201,16,5988,1,
201,16,5987,1,
201,16,6160,1,
201,16,6554,1,
201,16,6551,1,
201,16,6553,1,
201,16,6251,0.4,
201,16,6253,0.2,
201,16,6565,1,
201,16,6182,1,
201,16,6694,1,
201,16,6673,1,
201,16,5983,1,
201,16,6113,1,
201,16,6252,0.5,
201,16,5990,1,
201,16,5984,1,
201,16,5977,1,
201,16,6666,1,
201,16,5972,1,
201,16,6097,1,
201,16,6669,1,
201,16,6629,1,
201,16,5969,1,
201,16,6210,0.33,
201,16,6619,1,
201,16,6518,1,
201,16,6545,1,
201,16,6130,1,
201,16,6234,0.67,
201,16,5997,1,
201,16,5993,1,
201,16,6187,1,
201,16,5973,1,
201,16,6664,1,
201,16,6114,1,
201,16,6161,1,
201,16,6101,1,
201,16,5989,1,
201,16,6133,1,
201,16,6110,1,
201,16,6159,1,
201,16,6627,1,
201,16,6098,1,
201,16,6242,0.83,
201,16,6257,0,
201,16,5992,1,
201,16,6555,1,
201,16,6204,0.25,
201,16,5991,1,
201,16,5985,1,
201,16,6620,1,
201,16,6132,1,
201,16,5968,1,
201,16,6603,1,
201,16,6135,1,
201,16,6558,1,
201,16,6675,1,
201,16,5994,1,
201,16,6116,1,
201,16,6170,1,
201,16,6162,1,
201,16,6596,1,
201,16,5995,1,
201,16,6573,1,
201,16,6148,1,
201,16,6165,1,
201,16,6080,1,
201,16,6147,1,
201,16,6041,1,
201,16,6538,1,
201,16,6213,0.86,
201,16,6151,1,
201,16,6044,1,
201,16,6193,1,
201,16,6136,1,
201,16,6654,1,
201,16,6153,1,
201,16,5974,1,
201,16,5966,1,
201,16,6702,1,
201,16,6235,0.6,
201,16,6180,1,
201,16,6099,1,
201,16,5971,1,
201,16,6095,1,
201,16,6677,1,
201,16,6084,1,
201,16,6143,1,
201,16,6053,1,
201,16,6156,1,
201,16,6221,0.56,
201,16,6533,1,
201,16,6250,0.33,
201,16,6054,1,
201,16,6634,1,
201,16,6050,1,
201,16,6684,1,
201,16,6152,1,
201,16,6199,0.78,
201,16,6194,1,
201,16,6058,1,
201,16,6144,1,
201,16,6537,1,
201,16,6539,1,
201,16,6207,0.33,
201,16,6546,1,
201,16,6548,1,
201,16,6241,0.4,
201,16,6672,1,
201,16,5970,1,
201,16,5978,1,
201,16,6668,1,
201,16,6172,1,
201,16,6164,1,
201,16,6630,1,
201,16,6560,1,
201,16,6245,0.4,
201,16,5996,1,
201,16,6002,1,
201,16,6206,0.6,
201,16,5999,1,
201,16,6523,1,
201,16,6001,1,
201,16,5986,1,
201,16,6687,1,
201,16,6103,1,
201,16,6679,1,
201,16,6674,1,
201,16,6086,1,
201,16,5998,1,
201,16,6626,1,
201,16,6678,1,
201,16,6120,1,
201,16,6564,1,
201,16,6137,1,
201,16,6000,0.75,
201,16,6174,1,
201,16,6138,1,
201,16,6680,1,
201,16,6004,1,
201,16,6175,1,
201,16,6566,1,
201,16,6520,1,
201,16,6519,1,
201,16,6188,1,
201,16,6613,1,
201,16,6612,1,
201,16,6179,1,
201,16,6003,1,
201,16,6690,1,
201,16,6121,1,
201,16,6682,1,
201,16,6055,1,
201,16,6052,1,
201,16,6256,0.5,
201,16,6205,0.6,
201,16,6521,1,
201,16,6005,1,
201,16,6007,0,
201,16,6006,1,
201,16,6582,1,
201,16,6141,1,
201,16,6076,1,
201,16,6581,1,
201,16,6579,1,
201,16,6578,1,
201,16,6577,1,
201,16,6008,1,
201,16,6222,1,
201,16,6083,1,
201,16,6142,1,
201,16,6038,1,
201,16,6617,1,
201,16,6198,0.75,
201,16,6074,1,
201,16,6037,1,
201,16,6185,1,
201,16,6118,1,
201,16,6246,0.77,
201,16,6209,0.38,:
