201,16,6524,1,
201,16,5963,1,
201,16,5961,1,
201,16,6656,1,
201,16,6189,1,
201,16,5962,1,
201,16,6667,1,
201,16,6075,1,
201,16,6384,1,
201,16,6697,1,
201,16,5964,1,
201,16,6201,0.75,
201,16,6525,1,
201,16,6016,1,
201,16,6012,1,
201,16,6570,1,
201,16,6176,1,
201,16,6154,1,
201,16,6587,1,
201,16,6085,1,
201,16,6168,1,
201,16,6013,1,
201,16,6607,1,
201,16,6591,1,
201,16,6547,1,
201,16,6094,1,
201,16,6163,1,
201,16,6015,1,
201,16,6014,1,
201,16,6196,1,
201,16,6107,1,
201,16,6624,1,
201,16,6527,1,
201,16,6019,1,
201,16,6557,1,
201,16,6149,1,
201,16,6139,1,
201,16,6586,1,
201,16,6150,1,
201,16,6599,1,
201,16,6126,1,
201,16,6021,0,
201,16,6018,1,
201,16,6119,1,
201,16,6020,0.88,
201,16,6024,1,
201,16,6025,1,
201,16,6022,1,
201,16,6568,1,
201,16,6140,1,
201,16,6128,1,
201,16,6023,1,
201,16,6129,1,
201,16,6698,1,
201,16,6695,1,
201,16,6197,0.67,
201,16,6190,1,
201,16,6211,0.89,
201,16,6528,1,
201,16,6028,1,
201,16,6026,1,
201,16,6574,1,
201,16,6071,1,
201,16,6032,1,
201,16,6255,0.78,
201,16,6191,1,
201,16,6027,1,
201,16,6530,1,
201,16,6029,1,
201,16,6657,1,
201,16,6066,1,
201,16,6031,1,
201,16,6034,1,
201,16,6633,1,
201,16,6572,1,
201,16,6145,1,
201,16,6068,1,
201,16,6063,1,
201,16,6608,1,
201,16,6125,1,
201,16,6030,1,
201,16,6662,1,
201,16,6631,1,
201,16,6035,1,
201,16,6632,1,
201,16,6239,0.75,
201,16,6531,1,
201,16,6635,1,
201,16,6042,1,
201,16,6169,1,
201,16,6045,1,
201,16,6072,1,
201,16,6258,0.86,
201,16,6040,1,
201,16,6036,1,
201,16,6043,1,
201,16,6046,1,
201,16,6079,1,
201,16,6636,1,
201,16,6650,1,
201,16,6683,1,
201,16,6688,1,
201,16,6691,1,
201,16,6219,0.75,
201,16,6652,1,
201,16,6039,1,
201,16,6685,1,
201,16,6202,0.75,
201,16,6247,0.43,
201,16,6532,1,
201,16,6689,1,
201,16,6048,1,
201,16,6249,0.42,
201,16,6049,1,
201,16,6047,1,
201,16,6223,0.52,
201,16,6087,1,
201,16,6623,1,
201,16,6567,1,
201,16,6224,0.2,
201,16,5955,1,
201,16,6659,1,
201,16,6056,1,
201,16,6089,1,
201,16,6660,1,
201,16,6091,1,
201,16,6658,1,
201,16,6122,1,
201,16,6540,1,
201,16,6515,1,
201,16,6186,1,
201,16,6155,1,
201,16,6228,1,
201,16,6227,0.17,
201,16,6157,1,
201,16,5952,1,
201,16,5959,1,
201,16,6057,0.83,
201,16,6604,1,
201,16,6701,1,
201,16,6260,0.67,
201,16,6700,1,
201,16,5951,1,
201,16,6060,1,
201,16,6536,1,
201,16,6516,1,
201,16,6661,1,
201,16,6061,1,
201,16,5950,1,
201,16,6062,1,
201,16,6059,1,
201,16,5956,1,
201,16,6229,1,
201,16,6699,1,
201,16,5949,1,
201,16,6541,1,
201,16,6200,0.33,
201,16,6569,1,
201,16,6610,1,
201,16,6542,1,
201,16,6208,0.6,
201,16,6543,1,
201,16,6092,1,
201,16,6230,0.1,
201,16,6244,0.44,
201,16,5958,1,
201,16,6203,0.75,
201,16,6517,1,
201,16,6544,1,
201,16,5967,1,
201,16,5976,1,
201,16,5975,1,
201,16,6625,1,
201,16,5965,1,
201,16,6618,1,
201,16,6611,1,
201,16,6665,1,
201,16,6158,1,
201,16,6663,1,
201,16,6093,1,
201,16,5982,1,
201,16,6670,1,
201,16,5979,1,
201,16,6100,1,
201,16,6181,1,
201,16,6111,1,
201,16,5981,1,
201,16,6602,1,
201,16,6552,1,
201,16,6671,1,
